Date,Total,Cash,Hold Number,Code
2016-05-03,1017365.15,-305.19,17612,NA
2016-05-04,1016049.19,1016049.19,18630,399008
2016-05-05,1016049.19,1016049.19,18630,NA
2016-05-06,1016049.19,1016049.19,18630,NA
2016-05-09,1016049.19,1016049.19,18630,NA
2016-05-10,1016049.19,1016049.19,18630,NA
2016-05-11,1016049.19,1016049.19,18630,NA
2016-05-12,1016049.19,1016049.19,18630,NA
2016-05-13,1016049.19,1016049.19,18630,NA
2016-05-16,1016049.19,1016049.19,18630,NA
2016-05-17,1016049.19,1016049.19,18630,NA
2016-05-18,1016049.19,1016049.19,18630,NA
2016-05-19,1016049.19,1016049.19,18630,NA
2016-05-20,1016049.19,1016049.19,18630,NA
2016-05-23,1016049.19,1016049.19,18630,NA
2016-05-24,1016049.19,1016049.19,18630,NA
2016-05-25,1016049.19,1016049.19,18630,NA
2016-05-26,1016049.19,1016049.19,18630,NA
2016-05-27,1016049.19,1016049.19,18630,NA
2016-05-30,1016049.19,1016049.19,18630,NA
2016-05-31,1016049.19,1016049.19,18630,NA
2016-06-01,1015033.39,-760.86,19646,NA
2016-06-02,1020314.05,-760.86,19646,399610
2016-06-03,1031428.39,-760.86,19646,399610
2016-06-06,1032338.59,-760.86,19646,399610
2016-06-07,1027903.59,-760.86,19646,399610
2016-06-08,1022380.97,-760.86,19646,399610
2016-06-13,960635.05,-429.96,21570,399008
2016-06-14,962792.64,-429.96,21570,399008
2016-06-15,994202.62,53.49,23561,399006
2016-06-16,979453.67,-269.91,25522,399008
2016-06-17,983786.73,-269.91,25522,399008
2016-06-20,991045.00,-269.91,25522,399008
2016-06-21,980649.16,-269.91,25522,399008
2016-06-22,996158.25,-269.91,25522,399008
2016-06-23,992253.26,-269.91,25522,399008
2016-06-24,981308.39,-269.91,25522,399008
2016-06-27,1004171.18,-269.91,25522,399008
2016-06-28,1013337.26,-269.91,25522,399008
2016-06-29,1013880.23,-269.91,25522,399008
2016-06-30,1014050.92,-269.91,25522,399008
2016-07-01,1011302.44,-269.91,25522,399008
2016-07-04,1027228.84,-269.91,25522,399008
2016-07-05,1029197.13,-269.91,25522,399008
2016-07-06,1031533.00,-269.91,25522,399008
2016-07-07,1033547.66,-269.91,25522,399008
2016-07-08,1031610.95,-269.91,25522,399008
2016-07-11,1025710.12,-269.91,25522,399008
2016-07-12,1035878.83,-269.91,25522,399008
2016-07-13,1043880.94,-532.69,27613,399006
2016-07-14,1047404.41,-532.69,27613,399006
2016-07-15,1034016.59,-532.69,27613,399006
2016-07-18,1027658.35,-532.69,27613,399006
2016-07-19,1038556.89,-532.69,27613,399006
2016-07-20,1034118.35,1389.03,29682,399610
2016-07-21,1037324.98,1389.03,29682,399610
2016-07-22,1037823.75,1389.03,29682,399610
2016-07-25,1041828.49,1389.03,29682,399610
2016-07-26,1051215.38,1389.03,29682,399610
2016-07-27,1006780.81,-529.24,31697,399300
2016-07-28,1007686.32,-529.24,31697,399300
2016-07-29,1002300.85,-529.24,31697,399300
2016-08-01,992817.63,992817.63,32691,399300
2016-08-02,992817.63,992817.63,32691,NA
2016-08-03,992817.63,992817.63,32691,NA
2016-08-04,992817.63,992817.63,32691,NA
2016-08-05,991827.25,1448.26,33681,NA
2016-08-08,998815.12,2489.46,35677,399004
2016-08-09,1007244.28,1007244.28,36683,399004
2016-08-10,1007244.28,1007244.28,36683,NA
2016-08-11,1007244.28,1007244.28,36683,NA
2016-08-12,1006239.54,1498.47,37688,NA
2016-08-15,1036492.49,1498.47,37688,399300
2016-08-16,1029804.35,1320.57,39746,399004
2016-08-17,1028240.30,1320.57,39746,399004
2016-08-18,1026336.26,1320.57,39746,399004
2016-08-19,1022227.10,-738.67,41792,399300
2016-08-22,1013646.70,-738.67,41792,399300
2016-08-23,1015177.34,-738.67,41792,399300
2016-08-24,1009517.25,-634.83,43815,399004
2016-08-25,1002861.86,-634.83,43815,399004
2016-08-26,1001354.39,-634.83,43815,399004
2016-08-29,1004123.08,-634.83,43815,399004
2016-08-30,1003782.67,-634.83,43815,399004
2016-08-31,1010693.37,-634.83,43815,399004
2016-09-01,1000236.38,-634.83,43815,399004
2016-09-02,1000353.02,-634.83,43815,399004
2016-09-05,1005484.10,-634.83,43815,399004
2016-09-06,1019904.47,-634.83,43815,399004
2016-09-07,1015837.84,-634.83,43815,399004
2016-09-08,1012157.87,479.93,45841,399006
2016-09-09,1002829.91,479.93,45841,399006
2016-09-12,975734.86,975734.86,46818,399006
2016-09-13,975734.86,975734.86,46818,NA
2016-09-14,975734.86,975734.86,46818,NA
2016-09-19,975734.86,975734.86,46818,NA
2016-09-20,975734.86,975734.86,46818,NA
2016-09-21,975734.86,975734.86,46818,NA
2016-09-22,975734.86,975734.86,46818,NA
2016-09-23,975734.86,975734.86,46818,NA
2016-09-26,975734.86,975734.86,46818,NA
2016-09-27,975734.86,975734.86,46818,NA
2016-09-28,975734.86,975734.86,46818,NA
2016-09-29,975734.86,975734.86,46818,NA
2016-09-30,975734.86,975734.86,46818,NA
2016-10-10,974760.92,826.10,47791,NA
2016-10-11,975815.80,826.10,47791,399006
2016-10-12,975297.18,826.10,47791,399006
2016-10-13,973830.16,973830.16,48765,399006
2016-10-14,973830.16,973830.16,48765,NA
2016-10-17,973830.16,973830.16,48765,NA
2016-10-18,972856.93,-375.21,49739,NA
2016-10-19,969277.25,-375.21,49739,399008
2016-10-20,974711.95,-375.21,49739,399008
2016-10-21,969826.79,-375.21,49739,399008
2016-10-24,974966.62,1736.86,51689,399300
2016-10-25,974931.07,1736.86,51689,399300
2016-10-26,971274.06,1736.86,51689,399300
2016-10-27,966709.64,539.36,53622,399008
2016-10-28,956591.57,1315.53,55536,399300
2016-10-31,955491.04,1315.53,55536,399300
2016-11-01,962004.40,1315.53,55536,399300
2016-11-02,954654.20,1315.53,55536,399300
2016-11-03,963729.84,1315.53,55536,399300
2016-11-04,960609.58,1315.53,55536,399300
2016-11-07,961300.84,1315.53,55536,399300
2016-11-08,965455.28,1315.53,55536,399300
2016-11-09,960289.26,1315.53,55536,399300
