Date,Total,Cash,Hold Number,Code
2016-08-05,907937.64,114.53,51769,NA
2016-08-08,919451.39,114.53,51769,399004
2016-08-09,928157.25,114.53,51769,399004
2016-08-10,919605.95,2847.75,53607,399610
2016-08-11,906422.08,534.78,55418,399004
2016-08-12,922225.91,534.78,55418,399004
2016-08-15,952873.38,534.78,55418,399004
2016-08-16,957596.08,534.78,55418,399004
2016-08-17,956140.64,534.78,55418,399004
2016-08-18,954368.82,534.78,55418,399004
2016-08-19,952448.87,534.78,55418,399004
2016-08-22,940188.67,534.78,55418,399004
2016-08-23,940675.03,-735.38,57302,399006
2016-08-24,946578.54,104.16,59198,399008
2016-08-25,939113.19,939113.19,60138,399008
2016-08-26,939113.19,939113.19,60138,NA
2016-08-29,939113.19,939113.19,60138,NA
2016-08-30,939113.19,939113.19,60138,NA
2016-08-31,938175.12,102.70,61076,NA
2016-09-01,933710.22,102.70,61076,399006
2016-09-02,928300.36,928300.36,62005,399006
2016-09-05,927374.17,1183.45,62931,NA
2016-09-06,931912.47,1142.82,64794,399004
2016-09-07,928203.55,1142.82,64794,399004
2016-09-08,924845.00,-117.69,66645,399006
2016-09-09,916316.58,-117.69,66645,399006
2016-09-12,891543.96,891543.96,67537,399006
2016-09-13,891543.96,891543.96,67537,NA
2016-09-14,891543.96,891543.96,67537,NA
2016-09-19,891543.96,891543.96,67537,NA
2016-09-20,891543.96,891543.96,67537,NA
2016-09-21,891543.96,891543.96,67537,NA
2016-09-22,891543.96,891543.96,67537,NA
2016-09-23,890652.98,-326.54,68428,NA
2016-09-26,868416.00,868416.00,69298,399610
2016-09-27,867551.47,3022.40,70162,NA
2016-09-28,865199.02,865199.02,71025,399004
2016-09-29,865199.02,865199.02,71025,NA
2016-09-30,865199.02,865199.02,71025,NA
2016-10-10,864335.51,824.13,71889,NA
2016-10-11,865270.78,824.13,71889,399006
2016-10-12,864810.96,824.13,71889,399006
2016-10-13,862647.67,43.68,73615,399008
2016-10-14,860476.78,43.68,73615,399008
2016-10-17,852596.91,43.68,73615,399008
2016-10-18,865138.92,43.68,73615,399008
2016-10-19,860236.16,1330.00,75336,399300
2016-10-20,859129.81,15.45,77055,399008
2016-10-21,853118.96,1217.52,78761,399300
2016-10-24,863317.23,1217.52,78761,399300
2016-10-25,863285.74,1217.52,78761,399300
2016-10-26,860046.32,1217.52,78761,399300
2016-10-27,857715.44,1217.52,78761,399300
2016-10-28,856289.78,1217.52,78761,399300
2016-10-31,855304.69,1217.52,78761,399300
2016-11-01,861134.83,1217.52,78761,399300
2016-11-02,853702.29,853702.29,79615,399300
2016-11-03,853702.29,853702.29,79615,NA
2016-11-04,853702.29,853702.29,79615,NA
2016-11-07,852849.72,275.35,80467,NA
2016-11-08,856539.32,275.35,80467,399300
2016-11-09,851951.32,275.35,80467,399300
