Date,Total,Cash,Hold Number,Code
2016-05-12,2049243.99,2049243.99,148008,NA
2016-05-13,2049243.99,2049243.99,148008,NA
2016-05-16,2049243.99,2049243.99,148008,NA
2016-05-17,2049243.99,2049243.99,148008,NA
2016-05-18,2049243.99,2049243.99,148008,NA
2016-05-19,2049243.99,2049243.99,148008,NA
2016-05-20,2049243.99,2049243.99,148008,NA
2016-05-23,2049243.99,2049243.99,148008,NA
2016-05-24,2049243.99,2049243.99,148008,NA
2016-05-25,2049243.99,2049243.99,148008,NA
2016-05-26,2049243.99,2049243.99,148008,NA
2016-05-27,2049243.99,2049243.99,148008,NA
2016-05-30,2049243.99,2049243.99,148008,NA
2016-05-31,2049243.99,2049243.99,148008,NA
2016-06-01,2047197.01,217.69,150055,NA
2016-06-02,2057838.34,217.69,150055,399610
2016-06-03,2080235.41,217.69,150055,399610
2016-06-06,2082069.61,217.69,150055,399610
2016-06-07,2073132.41,217.69,150055,399610
2016-06-08,2062003.51,217.69,150055,399610
2016-06-13,1937573.78,-1441.71,153935,399008
2016-06-14,1941926.88,-1441.71,153935,399008
2016-06-15,2005299.13,-29.52,157951,399006
2016-06-16,1975547.87,-1394.36,161908,399008
2016-06-17,1984291.36,-1394.36,161908,399008
2016-06-20,1998937.52,-1394.36,161908,399008
2016-06-21,1977960.20,-1394.36,161908,399008
2016-06-22,2009255.32,-1394.36,161908,399008
2016-06-23,2001375.60,-1394.36,161908,399008
2016-06-24,1979290.43,-1394.36,161908,399008
2016-06-27,2025424.26,-1394.36,161908,399008
2016-06-28,2043920.10,-1394.36,161908,399008
2016-06-29,2045015.75,-1394.36,161908,399008
2016-06-30,2045360.18,-1394.36,161908,399008
2016-07-01,2039814.14,-1394.36,161908,399008
2016-07-04,2071951.34,-1394.36,161908,399008
2016-07-05,2075923.06,-1394.36,161908,399008
2016-07-06,2080636.52,-1394.36,161908,399008
2016-07-07,2084701.80,-1394.36,161908,399008
2016-07-08,2080793.81,-1394.36,161908,399008
2016-07-11,2068886.78,-1394.36,161908,399008
2016-07-12,2089405.77,-1394.36,161908,399008
2016-07-13,2105553.26,-1556.96,166126,399006
2016-07-14,2112661.88,-1556.96,166126,399006
2016-07-15,2085651.89,-1556.96,166126,399006
2016-07-18,2072824.10,-1556.96,166126,399006
2016-07-19,2094811.96,-1556.96,166126,399006
2016-07-20,2085853.97,-898.06,170304,399610
2016-07-21,2092333.33,-898.06,170304,399610
2016-07-22,2093341.17,-898.06,170304,399610
2016-07-25,2101433.22,-898.06,170304,399610
2016-07-26,2120400.53,-898.06,170304,399610
2016-07-27,2030619.91,-91.42,174371,399300
2016-07-28,2032445.39,-91.42,174371,399300
2016-07-29,2021588.41,-91.42,174371,399300
2016-08-01,2002470.49,2002470.49,176375,399300
2016-08-02,2002470.49,2002470.49,176375,NA
2016-08-03,2002470.49,2002470.49,176375,NA
2016-08-04,2002470.49,2002470.49,176375,NA
2016-08-05,2000470.50,481.86,178375,NA
2016-08-08,2014578.63,-716.46,182409,399004
2016-08-09,2031628.52,2031628.52,184443,399004
2016-08-10,2031628.52,2031628.52,184443,NA
2016-08-11,2031628.52,2031628.52,184443,NA
2016-08-12,2029599.27,351.74,186472,NA
2016-08-15,2090700.31,351.74,186472,399300
2016-08-16,2077193.65,1180.09,190629,399004
2016-08-17,2074036.57,1180.09,190629,399004
2016-08-18,2070193.23,1180.09,190629,399004
2016-08-19,2061900.96,-855.69,194757,399300
2016-08-22,2044599.03,-855.69,194757,399300
2016-08-23,2047685.49,-855.69,194757,399300
2016-08-24,2036274.79,1940.74,198832,399004
2016-08-25,2022871.57,1940.74,198832,399004
2016-08-26,2019835.70,1940.74,198832,399004
2016-08-29,2025411.53,1940.74,198832,399004
2016-08-30,2024725.97,1940.74,198832,399004
2016-08-31,2038643.36,1940.74,198832,399004
2016-09-01,2017584.14,1940.74,198832,399004
2016-09-02,2017819.04,1940.74,198832,399004
2016-09-05,2028152.47,1940.74,198832,399004
2016-09-06,2057193.50,1940.74,198832,399004
2016-09-07,2049003.76,1940.74,198832,399004
2016-09-08,2041586.73,-1780.36,202919,399006
2016-09-09,2022746.32,-1780.36,202919,399006
2016-09-12,1968020.27,1968020.27,204891,399006
2016-09-13,1968020.27,1968020.27,204891,NA
2016-09-14,1968020.27,1968020.27,204891,NA
2016-09-19,1968020.27,1968020.27,204891,NA
2016-09-20,1968020.27,1968020.27,204891,NA
2016-09-21,1968020.27,1968020.27,204891,NA
2016-09-22,1968020.27,1968020.27,204891,NA
2016-09-23,1968020.27,1968020.27,204891,NA
2016-09-26,1968020.27,1968020.27,204891,NA
2016-09-27,1968020.27,1968020.27,204891,NA
2016-09-28,1968020.27,1968020.27,204891,NA
2016-09-29,1968020.27,1968020.27,204891,NA
2016-09-30,1968020.27,1968020.27,204891,NA
2016-10-10,1966052.52,-1693.36,206859,NA
2016-10-11,1968183.79,-1693.36,206859,399006
2016-10-12,1967135.98,-1693.36,206859,399006
2016-10-13,1964172.01,1964172.01,208827,399006
2016-10-14,1964172.01,1964172.01,208827,NA
2016-10-17,1964172.01,1964172.01,208827,NA
2016-10-18,1962208.79,-1009.11,210790,NA
2016-10-19,1954987.81,-1009.11,210790,399008
2016-10-20,1965950.75,-1009.11,210790,399008
2016-10-21,1956096.35,-1009.11,210790,399008
2016-10-24,1966461.02,-203.95,214728,399300
2016-10-25,1966389.19,-203.95,214728,399300
2016-10-26,1958999.25,-203.95,214728,399300
2016-10-27,1949777.45,-821.45,218633,399008
2016-10-28,1929348.10,-1244.73,222497,399300
2016-10-31,1927123.95,-1244.73,222497,399300
2016-11-01,1940287.33,-1244.73,222497,399300
2016-11-02,1925432.73,-1244.73,222497,399300
2016-11-03,1943774.40,-1244.73,222497,399300
2016-11-04,1937468.42,-1244.73,222497,399300
2016-11-07,1938865.45,-1244.73,222497,399300
2016-11-08,1947261.47,-1244.73,222497,399300
2016-11-09,1936821.06,-1244.73,222497,399300
