Date,Total,Cash,Hold Number,Code
2016-10-18,714549.67,463.29,99266,NA
2016-10-19,713454.89,463.29,99266,399300
2016-10-20,713963.15,463.29,99266,399300
2016-10-21,715927.39,463.29,99266,399300
2016-10-24,724492.35,463.29,99266,399300
2016-10-25,724465.90,463.29,99266,399300
2016-10-26,721745.29,463.29,99266,399300
2016-10-27,719787.72,463.29,99266,399300
2016-10-28,718590.38,463.29,99266,399300
2016-10-31,717045.76,717045.76,99983,399300
2016-11-01,717045.76,717045.76,99983,NA
2016-11-02,717045.76,717045.76,99983,NA
2016-11-03,716329.00,-434.11,100700,NA
2016-11-04,714005.17,-434.11,100700,399300
2016-11-07,714519.99,-434.11,100700,399300
2016-11-08,717614.03,-434.11,100700,399300
2016-11-09,713766.61,-434.11,100700,399300
